ID1,ID2,Dist,Ch1,M1,Ch2,M2
W4P12,W5P11,0,W4,12,W5,11
W4P13,W5P11,0,W4,13,W5,11
W4P14,W5P11,0,W4,14,W5,11
W4P15,W5P11,1,W4,15,W5,11
W4P16,W5P11,1,W4,16,W5,11
W4P17,W5P11,1,W4,17,W5,11
W4P20,W5P11,1,W4,20,W5,11
W5P01,W5P11,0,W5,1,W5,11
W5P02,W5P11,0,W5,2,W5,11
W5P04,W5P11,0,W5,4,W5,11
W5P05,W5P11,0,W5,5,W5,11
W5P06,W5P11,0,W5,6,W5,11
W5P07,W5P11,0,W5,7,W5,11
W5P08,W5P11,0,W5,8,W5,11
W5P10,W5P11,0,W5,10,W5,11
ICC180,W5P12,0,ICC180,0,W5,12
N1P01,W5P12,0,N1,1,W5,12
N1P02,W5P12,0,N1,2,W5,12
N1P03,W5P12,0,N1,3,W5,12
N1P04,W5P12,0,N1,4,W5,12
N1P05,W5P12,0,N1,5,W5,12
N1P06,W5P12,0,N1,6,W5,12
N1P07,W5P12,0,N1,7,W5,12
N1P08,W5P12,0,N1,8,W5,12
N1P09,W5P12,0,N1,9,W5,12
N1P10,W5P12,0,N1,10,W5,12
N1P11,W5P12,0,N1,11,W5,12
N1P12,W5P12,0,N1,12,W5,12
N1P13,W5P12,0,N1,13,W5,12
N1P14,W5P12,0,N1,14,W5,12
N1P15,W5P12,0,N1,15,W5,12
N1P16,W5P12,0,N1,16,W5,12
N1P17,W5P12,0,N1,17,W5,12
N1P18,W5P12,0,N1,18,W5,12
N1P19,W5P12,0,N1,19,W5,12
N1P20,W5P12,0,N1,20,W5,12
N1P21,W5P12,0,N1,21,W5,12
N1P22,W5P12,0,N1,22,W5,12
N2P01,W5P12,0,N2,1,W5,12
N2P02,W5P12,0,N2,2,W5,12
N2P03,W5P12,0,N2,3,W5,12
N2P04,W5P12,0,N2,4,W5,12
N2P06,W5P12,0,N2,6,W5,12
N2P07,W5P12,0,N2,7,W5,12
N2P08,W5P12,0,N2,8,W5,12
N2P10,W5P12,0,N2,10,W5,12
N2P11,W5P12,0,N2,11,W5,12
N2P12,W5P12,1,N2,12,W5,12
N2P13,W5P12,0,N2,13,W5,12
N2P14,W5P12,0,N2,14,W5,12
N2P15,W5P12,0,N2,15,W5,12
N2P16,W5P12,0,N2,16,W5,12
N2P17,W5P12,0,N2,17,W5,12
N2P18,W5P12,0,N2,18,W5,12
N2P19,W5P12,0,N2,19,W5,12
N2P20,W5P12,0,N2,20,W5,12
N2P21,W5P12,0,N2,21,W5,12
N2P22,W5P12,0,N2,22,W5,12
N3P01,W5P12,0,N3,1,W5,12
N3P02,W5P12,0,N3,2,W5,12
N3P03,W5P12,0,N3,3,W5,12
N3P04,W5P12,0,N3,4,W5,12
N3P05,W5P12,0,N3,5,W5,12
N3P06,W5P12,0,N3,6,W5,12
N3P07,W5P12,0,N3,7,W5,12
N3P08,W5P12,1,N3,8,W5,12
N3P09,W5P12,1,N3,9,W5,12
N3P10,W5P12,1,N3,10,W5,12
N3P11,W5P12,1,N3,11,W5,12
N3P12,W5P12,1,N3,12,W5,12
N3P13,W5P12,1,N3,13,W5,12
N3P14,W5P12,1,N3,14,W5,12
N3P15,W5P12,1,N3,15,W5,12
N3P16,W5P12,1,N3,16,W5,12
N3P17,W5P12,1,N3,17,W5,12
N3P18,W5P12,3,N3,18,W5,12
N3P19,W5P12,3,N3,19,W5,12
N3P21,W5P12,3,N3,21,W5,12
N3P22,W5P12,3,N3,22,W5,12
N4P01,W5P12,0,N4,1,W5,12
N4P02,W5P12,0,N4,2,W5,12
N4P03,W5P12,0,N4,3,W5,12
N4P04,W5P12,0,N4,4,W5,12
N4P05,W5P12,0,N4,5,W5,12
N4P06,W5P12,0,N4,6,W5,12
N4P07,W5P12,0,N4,7,W5,12
N4P08,W5P12,0,N4,8,W5,12
N4P09,W5P12,1,N4,9,W5,12
N4P10,W5P12,1,N4,10,W5,12
N4P11,W5P12,0,N4,11,W5,12
N4P12,W5P12,0,N4,12,W5,12
N4P13,W5P12,1,N4,13,W5,12
N4P14,W5P12,1,N4,14,W5,12
N4P15,W5P12,1,N4,15,W5,12
N4P16,W5P12,1,N4,16,W5,12
N4P17,W5P12,1,N4,17,W5,12
N4P18,W5P12,1,N4,18,W5,12
N4P19,W5P12,1,N4,19,W5,12
N4P20,W5P12,3,N4,20,W5,12
N4P21,W5P12,3,N4,21,W5,12
N4P22,W5P12,3,N4,22,W5,12
N5P01,W5P12,0,N5,1,W5,12
N5P02,W5P12,1,N5,2,W5,12
N5P03,W5P12,1,N5,3,W5,12
N5P04,W5P12,1,N5,4,W5,12
N5P05,W5P12,1,N5,5,W5,12
N5P06,W5P12,1,N5,6,W5,12
N5P08,W5P12,1,N5,8,W5,12
N5P09,W5P12,1,N5,9,W5,12
N5P10,W5P12,1,N5,10,W5,12
N5P11,W5P12,1,N5,11,W5,12
N5P12,W5P12,1,N5,12,W5,12
N5P13,W5P12,1,N5,13,W5,12
N5P14,W5P12,2,N5,14,W5,12
N5P16,W5P12,2,N5,16,W5,12
N5P17,W5P12,2,N5,17,W5,12
N5P18,W5P12,2,N5,18,W5,12
N5P19,W5P12,2,N5,19,W5,12
N5P20,W5P12,2,N5,20,W5,12
N5P21,W5P12,2,N5,21,W5,12
N5P22,W5P12,2,N5,22,W5,12
W1P01,W5P12,0,W1,1,W5,12
W1P02,W5P12,0,W1,2,W5,12
W1P03,W5P12,0,W1,3,W5,12
W1P04,W5P12,0,W1,4,W5,12
W1P05,W5P12,0,W1,5,W5,12
W1P06,W5P12,0,W1,6,W5,12
W1P07,W5P12,0,W1,7,W5,12
W1P08,W5P12,0,W1,8,W5,12
W1P09,W5P12,0,W1,9,W5,12
W1P10,W5P12,0,W1,10,W5,12
W1P11,W5P12,1,W1,11,W5,12
W1P12,W5P12,1,W1,12,W5,12
W1P13,W5P12,1,W1,13,W5,12
W1P14,W5P12,1,W1,14,W5,12
W1P15,W5P12,1,W1,15,W5,12
W1P16,W5P12,1,W1,16,W5,12
W1P17,W5P12,2,W1,17,W5,12
W1P18,W5P12,2,W1,18,W5,12
W1P19,W5P12,2,W1,19,W5,12
W1P20,W5P12,2,W1,20,W5,12
W1P21,W5P12,2,W1,21,W5,12
W1P22,W5P12,2,W1,22,W5,12
W2P01,W5P12,0,W2,1,W5,12
W2P02,W5P12,0,W2,2,W5,12
W2P03,W5P12,0,W2,3,W5,12
W2P04,W5P12,0,W2,4,W5,12
W2P05,W5P12,0,W2,5,W5,12
W2P07,W5P12,0,W2,7,W5,12
W2P08,W5P12,0,W2,8,W5,12
W2P09,W5P12,0,W2,9,W5,12
W2P10,W5P12,0,W2,10,W5,12
W2P11,W5P12,0,W2,11,W5,12
W2P12,W5P12,0,W2,12,W5,12
W2P13,W5P12,0,W2,13,W5,12
W2P14,W5P12,0,W2,14,W5,12
W2P15,W5P12,0,W2,15,W5,12
W2P16,W5P12,0,W2,16,W5,12
W2P17,W5P12,0,W2,17,W5,12
W2P18,W5P12,0,W2,18,W5,12
W2P19,W5P12,0,W2,19,W5,12
W2P20,W5P12,0,W2,20,W5,12
W2P21,W5P12,0,W2,21,W5,12
W2P22,W5P12,0,W2,22,W5,12
W3P01,W5P12,0,W3,1,W5,12
W3P02,W5P12,0,W3,2,W5,12
W3P04,W5P12,0,W3,4,W5,12
W3P05,W5P12,0,W3,5,W5,12
W3P06,W5P12,0,W3,6,W5,12
W3P08,W5P12,0,W3,8,W5,12
W3P09,W5P12,1,W3,9,W5,12
W3P10,W5P12,2,W3,10,W5,12
W3P11,W5P12,2,W3,11,W5,12
W3P12,W5P12,2,W3,12,W5,12
W3P13,W5P12,2,W3,13,W5,12
W3P14,W5P12,2,W3,14,W5,12
W3P15,W5P12,2,W3,15,W5,12
W3P16,W5P12,2,W3,16,W5,12
W3P17,W5P12,2,W3,17,W5,12
W3P18,W5P12,2,W3,18,W5,12
W3P19,W5P12,2,W3,19,W5,12
W3P21,W5P12,2,W3,21,W5,12
W3P22,W5P12,2,W3,22,W5,12
W4P01,W5P12,0,W4,1,W5,12
W4P02,W5P12,0,W4,2,W5,12
W4P03,W5P12,0,W4,3,W5,12
W4P04,W5P12,0,W4,4,W5,12
W4P05,W5P12,0,W4,5,W5,12
W4P06,W5P12,0,W4,6,W5,12
W4P08,W5P12,0,W4,8,W5,12
W4P09,W5P12,0,W4,9,W5,12
W4P10,W5P12,0,W4,10,W5,12
W4P11,W5P12,0,W4,11,W5,12
W4P12,W5P12,0,W4,12,W5,12
W4P13,W5P12,0,W4,13,W5,12
W4P14,W5P12,0,W4,14,W5,12
W4P15,W5P12,1,W4,15,W5,12
W4P16,W5P12,1,W4,16,W5,12
W4P17,W5P12,1,W4,17,W5,12
W4P20,W5P12,1,W4,20,W5,12
W5P01,W5P12,0,W5,1,W5,12
W5P02,W5P12,0,W5,2,W5,12
W5P04,W5P12,0,W5,4,W5,12
W5P05,W5P12,0,W5,5,W5,12
W5P06,W5P12,0,W5,6,W5,12
W5P07,W5P12,0,W5,7,W5,12
W5P08,W5P12,0,W5,8,W5,12
W5P10,W5P12,0,W5,10,W5,12
W5P11,W5P12,0,W5,11,W5,12
ICC180,W5P13,0,ICC180,0,W5,13
N1P01,W5P13,0,N1,1,W5,13
N1P02,W5P13,0,N1,2,W5,13
N1P03,W5P13,0,N1,3,W5,13
N1P04,W5P13,0,N1,4,W5,13
N1P05,W5P13,0,N1,5,W5,13
N1P06,W5P13,0,N1,6,W5,13
N1P07,W5P13,0,N1,7,W5,13
N1P08,W5P13,0,N1,8,W5,13
N1P09,W5P13,0,N1,9,W5,13
N1P10,W5P13,0,N1,10,W5,13
N1P11,W5P13,0,N1,11,W5,13
N1P12,W5P13,0,N1,12,W5,13
N1P13,W5P13,0,N1,13,W5,13
N1P14,W5P13,0,N1,14,W5,13
N1P15,W5P13,0,N1,15,W5,13
N1P16,W5P13,0,N1,16,W5,13
N1P17,W5P13,0,N1,17,W5,13
N1P18,W5P13,0,N1,18,W5,13
N1P19,W5P13,0,N1,19,W5,13
N1P20,W5P13,0,N1,20,W5,13
N1P21,W5P13,0,N1,21,W5,13
N1P22,W5P13,0,N1,22,W5,13
N2P01,W5P13,0,N2,1,W5,13
N2P02,W5P13,0,N2,2,W5,13
N2P03,W5P13,0,N2,3,W5,13
N2P04,W5P13,0,N2,4,W5,13
N2P06,W5P13,0,N2,6,W5,13
N2P07,W5P13,0,N2,7,W5,13
N2P08,W5P13,0,N2,8,W5,13
N2P10,W5P13,0,N2,10,W5,13
N2P11,W5P13,0,N2,11,W5,13
N2P12,W5P13,1,N2,12,W5,13
N2P13,W5P13,0,N2,13,W5,13
N2P14,W5P13,0,N2,14,W5,13
N2P15,W5P13,0,N2,15,W5,13
N2P16,W5P13,0,N2,16,W5,13
N2P17,W5P13,0,N2,17,W5,13
N2P18,W5P13,0,N2,18,W5,13
N2P19,W5P13,0,N2,19,W5,13
N2P20,W5P13,0,N2,20,W5,13
N2P21,W5P13,0,N2,21,W5,13
N2P22,W5P13,0,N2,22,W5,13
N3P01,W5P13,0,N3,1,W5,13
N3P02,W5P13,0,N3,2,W5,13
N3P03,W5P13,0,N3,3,W5,13
N3P04,W5P13,0,N3,4,W5,13
N3P05,W5P13,0,N3,5,W5,13
N3P06,W5P13,0,N3,6,W5,13
N3P07,W5P13,0,N3,7,W5,13
N3P08,W5P13,1,N3,8,W5,13
N3P09,W5P13,1,N3,9,W5,13
N3P10,W5P13,1,N3,10,W5,13
N3P11,W5P13,1,N3,11,W5,13
N3P12,W5P13,1,N3,12,W5,13
N3P13,W5P13,1,N3,13,W5,13
N3P14,W5P13,1,N3,14,W5,13
N3P15,W5P13,1,N3,15,W5,13
N3P16,W5P13,1,N3,16,W5,13
N3P17,W5P13,1,N3,17,W5,13
N3P18,W5P13,3,N3,18,W5,13
N3P19,W5P13,3,N3,19,W5,13
N3P21,W5P13,3,N3,21,W5,13
N3P22,W5P13,3,N3,22,W5,13
N4P01,W5P13,0,N4,1,W5,13
N4P02,W5P13,0,N4,2,W5,13
N4P03,W5P13,0,N4,3,W5,13
N4P04,W5P13,0,N4,4,W5,13
N4P05,W5P13,0,N4,5,W5,13
N4P06,W5P13,0,N4,6,W5,13
N4P07,W5P13,0,N4,7,W5,13
N4P08,W5P13,0,N4,8,W5,13
N4P09,W5P13,1,N4,9,W5,13
N4P10,W5P13,1,N4,10,W5,13
N4P11,W5P13,0,N4,11,W5,13
N4P12,W5P13,0,N4,12,W5,13
N4P13,W5P13,1,N4,13,W5,13
N4P14,W5P13,1,N4,14,W5,13
N4P15,W5P13,1,N4,15,W5,13
N4P16,W5P13,1,N4,16,W5,13
N4P17,W5P13,1,N4,17,W5,13
N4P18,W5P13,1,N4,18,W5,13
N4P19,W5P13,1,N4,19,W5,13
N4P20,W5P13,3,N4,20,W5,13
N4P21,W5P13,3,N4,21,W5,13
N4P22,W5P13,3,N4,22,W5,13
N5P01,W5P13,0,N5,1,W5,13
N5P02,W5P13,1,N5,2,W5,13
N5P03,W5P13,1,N5,3,W5,13
N5P04,W5P13,1,N5,4,W5,13
N5P05,W5P13,1,N5,5,W5,13
N5P06,W5P13,1,N5,6,W5,13
N5P08,W5P13,1,N5,8,W5,13
N5P09,W5P13,1,N5,9,W5,13
N5P10,W5P13,1,N5,10,W5,13
N5P11,W5P13,1,N5,11,W5,13
N5P12,W5P13,1,N5,12,W5,13
N5P13,W5P13,1,N5,13,W5,13
N5P14,W5P13,2,N5,14,W5,13
N5P16,W5P13,2,N5,16,W5,13
N5P17,W5P13,2,N5,17,W5,13
N5P18,W5P13,2,N5,18,W5,13
N5P19,W5P13,2,N5,19,W5,13
N5P20,W5P13,2,N5,20,W5,13
N5P21,W5P13,2,N5,21,W5,13
N5P22,W5P13,2,N5,22,W5,13
W1P01,W5P13,0,W1,1,W5,13
W1P02,W5P13,0,W1,2,W5,13
W1P03,W5P13,0,W1,3,W5,13
W1P04,W5P13,0,W1,4,W5,13
W1P05,W5P13,0,W1,5,W5,13
W1P06,W5P13,0,W1,6,W5,13
W1P07,W5P13,0,W1,7,W5,13
W1P08,W5P13,0,W1,8,W5,13
W1P09,W5P13,0,W1,9,W5,13
W1P10,W5P13,0,W1,10,W5,13
W1P11,W5P13,1,W1,11,W5,13
W1P12,W5P13,1,W1,12,W5,13
W1P13,W5P13,1,W1,13,W5,13
W1P14,W5P13,1,W1,14,W5,13
W1P15,W5P13,1,W1,15,W5,13
W1P16,W5P13,1,W1,16,W5,13
W1P17,W5P13,2,W1,17,W5,13
W1P18,W5P13,2,W1,18,W5,13
W1P19,W5P13,2,W1,19,W5,13
W1P20,W5P13,2,W1,20,W5,13
W1P21,W5P13,2,W1,21,W5,13
W1P22,W5P13,2,W1,22,W5,13
W2P01,W5P13,0,W2,1,W5,13
W2P02,W5P13,0,W2,2,W5,13
W2P03,W5P13,0,W2,3,W5,13
W2P04,W5P13,0,W2,4,W5,13
W2P05,W5P13,0,W2,5,W5,13
W2P07,W5P13,0,W2,7,W5,13
W2P08,W5P13,0,W2,8,W5,13
W2P09,W5P13,0,W2,9,W5,13
W2P10,W5P13,0,W2,10,W5,13
W2P11,W5P13,0,W2,11,W5,13
W2P12,W5P13,0,W2,12,W5,13
W2P13,W5P13,0,W2,13,W5,13
W2P14,W5P13,0,W2,14,W5,13
W2P15,W5P13,0,W2,15,W5,13
W2P16,W5P13,0,W2,16,W5,13
W2P17,W5P13,0,W2,17,W5,13
W2P18,W5P13,0,W2,18,W5,13
W2P19,W5P13,0,W2,19,W5,13
W2P20,W5P13,0,W2,20,W5,13
W2P21,W5P13,0,W2,21,W5,13
W2P22,W5P13,0,W2,22,W5,13
W3P01,W5P13,0,W3,1,W5,13
W3P02,W5P13,0,W3,2,W5,13
W3P04,W5P13,0,W3,4,W5,13
W3P05,W5P13,0,W3,5,W5,13
W3P06,W5P13,0,W3,6,W5,13
W3P08,W5P13,0,W3,8,W5,13
W3P09,W5P13,1,W3,9,W5,13
W3P10,W5P13,2,W3,10,W5,13
W3P11,W5P13,2,W3,11,W5,13
W3P12,W5P13,2,W3,12,W5,13
W3P13,W5P13,2,W3,13,W5,13
W3P14,W5P13,2,W3,14,W5,13
W3P15,W5P13,2,W3,15,W5,13
W3P16,W5P13,2,W3,16,W5,13
W3P17,W5P13,2,W3,17,W5,13
W3P18,W5P13,2,W3,18,W5,13
W3P19,W5P13,2,W3,19,W5,13
W3P21,W5P13,2,W3,21,W5,13
W3P22,W5P13,2,W3,22,W5,13
W4P01,W5P13,0,W4,1,W5,13
W4P02,W5P13,0,W4,2,W5,13
W4P03,W5P13,0,W4,3,W5,13
W4P04,W5P13,0,W4,4,W5,13
W4P05,W5P13,0,W4,5,W5,13
W4P06,W5P13,0,W4,6,W5,13
W4P08,W5P13,0,W4,8,W5,13
W4P09,W5P13,0,W4,9,W5,13
W4P10,W5P13,0,W4,10,W5,13
W4P11,W5P13,0,W4,11,W5,13
W4P12,W5P13,0,W4,12,W5,13
W4P13,W5P13,0,W4,13,W5,13
W4P14,W5P13,0,W4,14,W5,13
W4P15,W5P13,1,W4,15,W5,13
W4P16,W5P13,1,W4,16,W5,13
W4P17,W5P13,1,W4,17,W5,13
W4P20,W5P13,1,W4,20,W5,13
W5P01,W5P13,0,W5,1,W5,13
W5P02,W5P13,0,W5,2,W5,13
W5P04,W5P13,0,W5,4,W5,13
W5P05,W5P13,0,W5,5,W5,13
W5P06,W5P13,0,W5,6,W5,13
W5P07,W5P13,0,W5,7,W5,13
W5P08,W5P13,0,W5,8,W5,13
W5P10,W5P13,0,W5,10,W5,13
W5P11,W5P13,0,W5,11,W5,13
W5P12,W5P13,0,W5,12,W5,13
ICC180,W5P14,0,ICC180,0,W5,14
N1P01,W5P14,0,N1,1,W5,14
N1P02,W5P14,0,N1,2,W5,14
N1P03,W5P14,0,N1,3,W5,14
N1P04,W5P14,0,N1,4,W5,14
N1P05,W5P14,0,N1,5,W5,14
N1P06,W5P14,0,N1,6,W5,14
N1P07,W5P14,0,N1,7,W5,14
N1P08,W5P14,0,N1,8,W5,14
N1P09,W5P14,0,N1,9,W5,14
N1P10,W5P14,0,N1,10,W5,14
N1P11,W5P14,0,N1,11,W5,14
N1P12,W5P14,0,N1,12,W5,14
N1P13,W5P14,0,N1,13,W5,14
N1P14,W5P14,0,N1,14,W5,14
N1P15,W5P14,0,N1,15,W5,14
N1P16,W5P14,0,N1,16,W5,14
N1P17,W5P14,0,N1,17,W5,14
N1P18,W5P14,0,N1,18,W5,14
N1P19,W5P14,0,N1,19,W5,14
N1P20,W5P14,0,N1,20,W5,14
N1P21,W5P14,0,N1,21,W5,14
N1P22,W5P14,0,N1,22,W5,14
N2P01,W5P14,0,N2,1,W5,14
N2P02,W5P14,0,N2,2,W5,14
N2P03,W5P14,0,N2,3,W5,14
N2P04,W5P14,0,N2,4,W5,14
N2P06,W5P14,0,N2,6,W5,14
N2P07,W5P14,0,N2,7,W5,14
N2P08,W5P14,0,N2,8,W5,14
N2P10,W5P14,0,N2,10,W5,14
N2P11,W5P14,0,N2,11,W5,14
N2P12,W5P14,1,N2,12,W5,14
N2P13,W5P14,0,N2,13,W5,14
N2P14,W5P14,0,N2,14,W5,14
N2P15,W5P14,0,N2,15,W5,14
N2P16,W5P14,0,N2,16,W5,14
N2P17,W5P14,0,N2,17,W5,14
N2P18,W5P14,0,N2,18,W5,14
N2P19,W5P14,0,N2,19,W5,14
N2P20,W5P14,0,N2,20,W5,14
N2P21,W5P14,0,N2,21,W5,14
N2P22,W5P14,0,N2,22,W5,14
N3P01,W5P14,0,N3,1,W5,14
N3P02,W5P14,0,N3,2,W5,14
N3P03,W5P14,0,N3,3,W5,14
N3P04,W5P14,0,N3,4,W5,14
N3P05,W5P14,0,N3,5,W5,14
N3P06,W5P14,0,N3,6,W5,14
N3P07,W5P14,0,N3,7,W5,14
N3P08,W5P14,1,N3,8,W5,14
N3P09,W5P14,1,N3,9,W5,14
N3P10,W5P14,1,N3,10,W5,14
N3P11,W5P14,1,N3,11,W5,14
N3P12,W5P14,1,N3,12,W5,14
N3P13,W5P14,1,N3,13,W5,14
N3P14,W5P14,1,N3,14,W5,14
N3P15,W5P14,1,N3,15,W5,14
N3P16,W5P14,1,N3,16,W5,14
N3P17,W5P14,1,N3,17,W5,14
N3P18,W5P14,3,N3,18,W5,14
N3P19,W5P14,3,N3,19,W5,14
N3P21,W5P14,3,N3,21,W5,14
N3P22,W5P14,3,N3,22,W5,14
N4P01,W5P14,0,N4,1,W5,14
N4P02,W5P14,0,N4,2,W5,14
N4P03,W5P14,0,N4,3,W5,14
N4P04,W5P14,0,N4,4,W5,14
N4P05,W5P14,0,N4,5,W5,14
N4P06,W5P14,0,N4,6,W5,14
N4P07,W5P14,0,N4,7,W5,14
N4P08,W5P14,0,N4,8,W5,14
N4P09,W5P14,1,N4,9,W5,14
N4P10,W5P14,1,N4,10,W5,14
N4P11,W5P14,0,N4,11,W5,14
N4P12,W5P14,0,N4,12,W5,14
N4P13,W5P14,1,N4,13,W5,14
N4P14,W5P14,1,N4,14,W5,14
N4P15,W5P14,1,N4,15,W5,14
N4P16,W5P14,1,N4,16,W5,14
N4P17,W5P14,1,N4,17,W5,14
N4P18,W5P14,1,N4,18,W5,14
N4P19,W5P14,1,N4,19,W5,14
N4P20,W5P14,3,N4,20,W5,14
N4P21,W5P14,3,N4,21,W5,14
N4P22,W5P14,3,N4,22,W5,14
N5P01,W5P14,0,N5,1,W5,14
N5P02,W5P14,1,N5,2,W5,14
N5P03,W5P14,1,N5,3,W5,14
N5P04,W5P14,1,N5,4,W5,14
N5P05,W5P14,1,N5,5,W5,14
N5P06,W5P14,1,N5,6,W5,14
N5P08,W5P14,1,N5,8,W5,14
N5P09,W5P14,1,N5,9,W5,14
N5P10,W5P14,1,N5,10,W5,14
N5P11,W5P14,1,N5,11,W5,14
N5P12,W5P14,1,N5,12,W5,14
N5P13,W5P14,1,N5,13,W5,14
N5P14,W5P14,2,N5,14,W5,14
N5P16,W5P14,2,N5,16,W5,14
N5P17,W5P14,2,N5,17,W5,14
N5P18,W5P14,2,N5,18,W5,14
N5P19,W5P14,2,N5,19,W5,14
N5P20,W5P14,2,N5,20,W5,14
N5P21,W5P14,2,N5,21,W5,14
N5P22,W5P14,2,N5,22,W5,14
W1P01,W5P14,0,W1,1,W5,14
W1P02,W5P14,0,W1,2,W5,14
W1P03,W5P14,0,W1,3,W5,14
W1P04,W5P14,0,W1,4,W5,14
W1P05,W5P14,0,W1,5,W5,14
W1P06,W5P14,0,W1,6,W5,14
W1P07,W5P14,0,W1,7,W5,14
W1P08,W5P14,0,W1,8,W5,14
W1P09,W5P14,0,W1,9,W5,14
W1P10,W5P14,0,W1,10,W5,14
W1P11,W5P14,1,W1,11,W5,14
W1P12,W5P14,1,W1,12,W5,14
W1P13,W5P14,1,W1,13,W5,14
W1P14,W5P14,1,W1,14,W5,14
W1P15,W5P14,1,W1,15,W5,14
W1P16,W5P14,1,W1,16,W5,14
W1P17,W5P14,2,W1,17,W5,14
W1P18,W5P14,2,W1,18,W5,14
W1P19,W5P14,2,W1,19,W5,14
W1P20,W5P14,2,W1,20,W5,14
W1P21,W5P14,2,W1,21,W5,14
W1P22,W5P14,2,W1,22,W5,14
W2P01,W5P14,0,W2,1,W5,14
W2P02,W5P14,0,W2,2,W5,14
W2P03,W5P14,0,W2,3,W5,14
W2P04,W5P14,0,W2,4,W5,14
W2P05,W5P14,0,W2,5,W5,14
W2P07,W5P14,0,W2,7,W5,14
W2P08,W5P14,0,W2,8,W5,14
W2P09,W5P14,0,W2,9,W5,14
W2P10,W5P14,0,W2,10,W5,14
W2P11,W5P14,0,W2,11,W5,14
W2P12,W5P14,0,W2,12,W5,14
W2P13,W5P14,0,W2,13,W5,14
W2P14,W5P14,0,W2,14,W5,14
W2P15,W5P14,0,W2,15,W5,14
W2P16,W5P14,0,W2,16,W5,14
W2P17,W5P14,0,W2,17,W5,14
W2P18,W5P14,0,W2,18,W5,14
W2P19,W5P14,0,W2,19,W5,14
W2P20,W5P14,0,W2,20,W5,14
W2P21,W5P14,0,W2,21,W5,14
W2P22,W5P14,0,W2,22,W5,14
W3P01,W5P14,0,W3,1,W5,14
W3P02,W5P14,0,W3,2,W5,14
W3P04,W5P14,0,W3,4,W5,14
W3P05,W5P14,0,W3,5,W5,14
W3P06,W5P14,0,W3,6,W5,14
W3P08,W5P14,0,W3,8,W5,14
W3P09,W5P14,1,W3,9,W5,14
W3P10,W5P14,2,W3,10,W5,14
W3P11,W5P14,2,W3,11,W5,14
W3P12,W5P14,2,W3,12,W5,14
W3P13,W5P14,2,W3,13,W5,14
W3P14,W5P14,2,W3,14,W5,14
W3P15,W5P14,2,W3,15,W5,14
W3P16,W5P14,2,W3,16,W5,14
W3P17,W5P14,2,W3,17,W5,14
W3P18,W5P14,2,W3,18,W5,14
W3P19,W5P14,2,W3,19,W5,14
W3P21,W5P14,2,W3,21,W5,14
W3P22,W5P14,2,W3,22,W5,14
W4P01,W5P14,0,W4,1,W5,14
W4P02,W5P14,0,W4,2,W5,14
W4P03,W5P14,0,W4,3,W5,14
W4P04,W5P14,0,W4,4,W5,14
W4P05,W5P14,0,W4,5,W5,14
W4P06,W5P14,0,W4,6,W5,14
W4P08,W5P14,0,W4,8,W5,14
W4P09,W5P14,0,W4,9,W5,14
W4P10,W5P14,0,W4,10,W5,14
W4P11,W5P14,0,W4,11,W5,14
W4P12,W5P14,0,W4,12,W5,14
W4P13,W5P14,0,W4,13,W5,14
W4P14,W5P14,0,W4,14,W5,14
W4P15,W5P14,1,W4,15,W5,14
W4P16,W5P14,1,W4,16,W5,14
W4P17,W5P14,1,W4,17,W5,14
W4P20,W5P14,1,W4,20,W5,14
W5P01,W5P14,0,W5,1,W5,14
W5P02,W5P14,0,W5,2,W5,14
W5P04,W5P14,0,W5,4,W5,14
W5P05,W5P14,0,W5,5,W5,14
W5P06,W5P14,0,W5,6,W5,14
W5P07,W5P14,0,W5,7,W5,14
W5P08,W5P14,0,W5,8,W5,14
W5P10,W5P14,0,W5,10,W5,14
W5P11,W5P14,0,W5,11,W5,14
W5P12,W5P14,0,W5,12,W5,14
W5P13,W5P14,0,W5,13,W5,14
ICC180,W5P15,0,ICC180,0,W5,15
N1P01,W5P15,0,N1,1,W5,15
N1P02,W5P15,0,N1,2,W5,15
N1P03,W5P15,0,N1,3,W5,15
N1P04,W5P15,0,N1,4,W5,15
N1P05,W5P15,0,N1,5,W5,15
N1P06,W5P15,0,N1,6,W5,15
N1P07,W5P15,0,N1,7,W5,15
N1P08,W5P15,0,N1,8,W5,15
N1P09,W5P15,0,N1,9,W5,15
N1P10,W5P15,0,N1,10,W5,15
N1P11,W5P15,0,N1,11,W5,15
N1P12,W5P15,0,N1,12,W5,15
N1P13,W5P15,0,N1,13,W5,15
N1P14,W5P15,0,N1,14,W5,15
N1P15,W5P15,0,N1,15,W5,15
N1P16,W5P15,0,N1,16,W5,15
N1P17,W5P15,0,N1,17,W5,15
N1P18,W5P15,0,N1,18,W5,15
N1P19,W5P15,0,N1,19,W5,15
N1P20,W5P15,0,N1,20,W5,15
N1P21,W5P15,0,N1,21,W5,15
N1P22,W5P15,0,N1,22,W5,15
N2P01,W5P15,0,N2,1,W5,15
N2P02,W5P15,0,N2,2,W5,15
N2P03,W5P15,0,N2,3,W5,15
N2P04,W5P15,0,N2,4,W5,15
N2P06,W5P15,0,N2,6,W5,15
N2P07,W5P15,0,N2,7,W5,15
N2P08,W5P15,0,N2,8,W5,15
N2P10,W5P15,0,N2,10,W5,15
N2P11,W5P15,0,N2,11,W5,15
N2P12,W5P15,1,N2,12,W5,15
N2P13,W5P15,0,N2,13,W5,15
